Original Language,Original Title,Overview,Popularity,Poster Path,Release Date,Title,Video,Vote Average,Vote Count
en,Sniper: Ultimate Kill,"A ruthless Columbian drug lord has been using a cold-blooded assassin nicknamed The Devil to wipe out his competition. Sensing a threat to the US, the DEA hires a Marine sniper to kill The Devil, and capture the kingpin.",27.909,/pi16aubY3qFKJWAh4npvm03ERkH.jpg,2017-10-03,Sniper: Ultimate Kill,FALSE,6.5,266
en,Scarface,"In 1920s Chicago, Italian immigrant and notorious thug, Antonio ""Tony"" Camonte, shoots his way to the top of the mobs while trying to protect his sister from the criminal life.",23.9,/y4E5oRiHMTFkEB12IIcpbKbKzDW.jpg,1932-04-09,Scarface,FALSE,7.5,510
en,The Seventh Day,"A renowned exorcist teams up with a rookie priest for his first day of training. As they plunge deeper into hell on earth, the lines between good and evil blur, and their own demons emerge.",21.17,/dtt2dfMdmlCcgaJZkPPQsIY5oR6.jpg,2021-03-26,The Seventh Day,FALSE,5.4,224
da,Kærlighed for voksne,The thin line between love and hate turns deadly when a wife discovers her husband’s affair — and they both take extreme measures to get what they want.,24.659,/mNSqObjKszcxr55buQafQF9ARiC.jpg,2022-08-26,Loving Adults,FALSE,6.3,252
ja,桜のような僕の恋人,"Haruto Asakura falls in love with hairdresser Misaki Ariake and asks her out. Watching Misaki Ariake work hard to achieve what she wants, Haruto Asakura, who almost gave up his dream to become a photographer, begins to pursue his dream again, but Misaki Ariake is diagnosed with a disease that ages her 10x faster than normal.",26.486,/8m2xnZAnMuydc87KCLS2gnUmidh.jpg,2022-03-24,Love Like the Falling Petals,FALSE,7.9,60
en,Shaft,"JJ, aka John Shaft Jr., may be a cyber security expert with a degree from MIT, but to uncover the truth behind his best friend’s untimely death, he needs an education only his dad can provide. Absent throughout JJ’s youth, the legendary locked-and-loaded John Shaft agrees to help his progeny navigate Harlem’s heroin-infested underbelly.",25.156,/kfZqwGuvEBAysAbCsa0QLKoSYR.jpg,2019-06-14,Shaft,FALSE,6.6,1536
en,Cashback,"After a painful breakup, Ben develops insomnia. To kill time, he starts working the late night shift at the local supermarket, where his artistic imagination runs wild.",33.445,/iXJKrcjHXrL148OfmovdGPBvnSw.jpg,2006-05-09,Cashback,FALSE,7,1080
en,Lifeforce,A space shuttle mission investigating Halley's Comet brings back a malevolent race of space vampires who transform most of London's population into zombies. The only survivor of the expedition and British authorities attempt to capture a mysterious but beautiful alien woman who appears responsible.,23.141,/953hMDf9G2ZRIEs97M6iFIYWtWF.jpg,1985-06-21,Lifeforce,FALSE,6.3,482
ja,吸血鬼ハンターD ブラッドラスト,"D has been hired to track down Meier Link, a notoriously powerful vampire who has abducted a woman, Charlotte Elbourne. D's orders are strict - find Charlotte, at any cost. For the first time, D faces serious competition. The Markus Brothers, a family of Vampire Hunters, were hired for the same bounty. D Must intercept Meier and conquer hostile forces on all sides in a deadly race against time.",26.639,/4hJUWgdmoFsNpzyTN6QjoZcaivO.jpg,2000-08-25,Vampire Hunter D: Bloodlust,FALSE,7.5,507
en,L.E.T.H.A.L. Ladies: Return to Savage Beach,A stolen computer disk contains the location of a hidden tresaure trove. It's up to the sexy ladies of LETHAL (Legion to Ensure Total Harmony and Law) to find the treasure before the bad guys do.,24.138,/9z3hdYnDdfWGKD55kdDmshDojeP.jpg,1998-01-27,L.E.T.H.A.L. Ladies: Return to Savage Beach,FALSE,6.3,116
en,The Creator,"Amid a future war between the human race and the forces of artificial intelligence, Joshua, a hardened ex-special forces agent grieving the disappearance of his wife, is recruited to hunt down and kill the Creator, the elusive architect of advanced AI who has developed a mysterious weapon with the power to end the war—and mankind itself.",21.102,/ke2oS6MxW0DvMcWur43Xnl94PJ4.jpg,2023-09-27,The Creator,FALSE,0,0
en,Radio,"High school football coach, Harold Jones befriends Radio, a mentally-challenged man who becomes a student at T.L. Hanna High School in Anderson, South Carolina. Their friendship extends over several decades, where Radio transforms from a shy, tormented man into an inspiration to his community.",24.636,/uQ6ci4iFHhB6TWB2f4wftR7AEly.jpg,2003-10-24,Radio,FALSE,7.2,603
en,Memoirs of a Geisha,"A sweeping romantic epic set in Japan in the years before World War II, a penniless Japanese child is torn from her family to work as a maid in a geisha house.",26.085,/pBwYsQaSTgnPphIy02DJjCF2cqs.jpg,2005-12-06,Memoirs of a Geisha,FALSE,7.7,2719
ja,劇場版ポケットモンスター アドバンスジェネレーション ミュウと波導の勇者 ルカリオ,"In the legendary past, before Poké Balls were invented, an aura-guiding hero Pokémon named Lucario sensed two groups of armies about to clash, and a threat of a massive war in front of Oldoran Castle in Kanto that would leave no survivors. He transferred this message to his master, the legendary hero Arlon, while he was being attacked by a violent group of Hellgar. During the battle, his sense of sight was lost and he was rendered unable to see. He used the detection of his Aura, and so with the offensive Wave Bomb, he eliminated them. Though by the threat, the queen of Rota, Lady Rin was resolute to die with her civilians, and so Arlon made a choice.",19.132,/612lsEOZvsn3ELh07OGGGKCeEVj.jpg,2005-07-16,Pokémon: Lucario and the Mystery of Mew,FALSE,7,259
ja,ドラゴンボール 最強への道,"A retelling of Dragon Ball's origin with a different take on the meeting of Goku, Bulma, and Kame-Sen'nin. It also retells the Red Ribbon Army story; but this time they find Goku rather than Goku finding them.",24.78,/wuW7jeE7pX7glnZpCcJZGfC0YSr.jpg,1996-03-04,Dragon Ball: The Path to Power,FALSE,7.3,301
fr,Ainsi soient-elles,"Every Sunday, Mary, Alice and Joan, three long-time friends, find themselves at the pool to talk about their love affairs. Mary, who is a stockbroker, leads her love life with meetings. One night she is raped by Franck in a nightclub toilet. The young woman then discovers she is pregnant. Alice, a student dominated by an authoritarian father, she has difficult relationship with men. She meets a painter who wants to make her his model. Jeanne lives a dreary relationship with her husband and decides to work and earn a living through prostitution.",20.25,/ud7IhFWeyj1QB8QLljp2K73mNBL.jpg,1995-01-25,Women,FALSE,3.8,4
en,Cliffhanger,"A year after losing his friend in a tragic 4,000-foot fall, former ranger Gabe Walker and his partner, Hal, are called to return to the same peak to rescue a group of stranded climbers, only to learn the climbers are actually thieving hijackers who are looking for boxes full of money.",26.88,/b28DOM54OHb1c7Lsk6Nu7Kwuonj.jpg,1993-05-28,Cliffhanger,FALSE,6.5,2059
en,Unbroken,"A chronicle of the life of Louis Zamperini, an Olympic runner who was taken prisoner by Japanese forces during World War II.",26.784,/vAlHUjHwLWMV5mg4epGR9WSIfiy.jpg,2014-12-25,Unbroken,FALSE,7.4,3819
en,"Confess, Fletch","The roguishly charming and endlessly troublesome Fletch becomes the prime suspect in a murder case while searching for a stolen art collection. The only way to prove his innocence? Find out which of the long list of suspects is the culprit - from the eccentric art dealer and a missing playboy to a crazy neighbor and Fletch’s Italian girlfriend. Crime, in fact, has never been this disorganized.",16.195,/h2oyiPu7aql1s1mLDoKBNAH7p3B.jpg,2022-09-16,"Confess, Fletch",FALSE,6.3,151
ko,가슴 큰 여자친구,"Mincheol and Suhee go to greet Minchul father (grandmother) before marriage. Dae - sik welcomes her daughter - in - law, Su - hee. But before marriage, Minchol and Suhee are separated by the difference in personality. Soon-hee, who was only preparing for marriage, is soon to live.",23.159,/f6PfAXtFEkJRcBtOjbzOgz8qqSK.jpg,2019-03-08,Busty Girlfriend,FALSE,7,9
en,Facing the Giants,A losing coach with an underdog football team faces their giants of fear and failure on and off the field to surprising results.,26.379,/33gkfCURxgBBpiAnrWua4Txmrvs.jpg,2006-09-29,Facing the Giants,FALSE,7.5,361
en,Déjà Vu,"Called in to recover evidence in the aftermath of a horrific explosion on a New Orleans ferry, Federal agent Doug Carlin gets pulled away from the scene and taken to a top-secret government lab that uses a time-shifting surveillance device to help prevent crime.",27.378,/wJAz3m9kTbdTWfQ2ZJEFojWKeoj.jpg,2006-11-22,Déjà Vu,FALSE,6.8,4262
en,Ghostland,"A mother of two inherits a home from her aunt. On the first night in the new home she is confronted with murderous intruders and fights for her daughters’ lives. Sixteen years later the daughters reunite at the house, and that is when things get strange . . .",21.383,/rMOEWekwTpsqsdsz1k8HobBNFPq.jpg,2018-03-14,Ghostland,FALSE,7.4,2124
nl,De leerling,"Lana, a teacher in high school, does not know what to do about Benny, a new student, who is an aggressive yet coldblooded alfa male. Benny intimidates her and she tries to escape his dark magnetism.",24.528,/nVSDaawTdtyyw6cXhlKpeZXOnhj.jpg,2015-09-27,The Student,FALSE,4.9,5
en,Tremors: A Cold Day in Hell,"Burt Gummer and his son Travis Welker find themselves up to their ears in Graboids and Ass-Blasters when they head to Canada to investigate a series of deadly giant-worm attacks. Arriving at a remote research facility in the artic tundra, Burt begins to suspect that Graboids are secretly being weaponized, but before he can prove his theory, he is sidelined by Graboid venom. With just 48 hours to live, the only hope is to create an antidote from fresh venom — but to do that, someone will have to figure out how to milk a Graboid!",20.332,/aFOdiHaRjeTmHG67e5B7md2Q1cq.jpg,2018-05-01,Tremors: A Cold Day in Hell,FALSE,6,349
en,Brokedown Palace,"Best friends Alice and Darlene take a trip to Thailand after graduating high school. In Thailand, they meet a captivating Australian man, who calls himself Nick Parks. Darlene is particularly smitten with Nick and convinces Alice to take Nick up on his offer to treat the two of them to what amounts to a day trip to Hong Kong. In the airport, the girls are seized by the police and shocked to discover that one of their bags contains heroin.",17.874,/pWxoggA0KCS5oMPDOjIDYZYzryE.jpg,1999-08-13,Brokedown Palace,FALSE,6.4,328
en,Judge Dredd,"In a dystopian future, Dredd, the most famous judge (a cop with instant field judiciary powers) is convicted for a crime he did not commit while his murderous counterpart escapes.",24.622,/cfSnKn8NDU3m8UxihjVcYprA0Aq.jpg,1995-06-30,Judge Dredd,FALSE,5.8,2133
en,Enemy,A mild-mannered college professor discovers a look-alike actor and delves into the other man's private affairs.,19.826,/vf40tyDRKZsBmaLsYeopzfFLzLx.jpg,2013-12-31,Enemy,FALSE,6.9,5267
en,The Crow,"Exactly one year after young rock guitarist Eric Draven and his fiancée are brutally killed by a ruthless gang of criminals, Draven—watched over by a hypnotic crow—returns from the grave to exact revenge.",26.372,/wF2Tnf0bdYrzCKVbWh0mFwPJS6k.jpg,1994-05-11,The Crow,FALSE,7.5,3462
en,Underworld: Evolution,"As the war between the vampires and the Lycans rages on, Selene, a former member of the Death Dealers (an elite vampire special forces unit that hunts werewolves), and Michael, the werewolf hybrid, work together in an effort to unlock the secrets of their respective bloodlines.",25.776,/yT1EDKhCzAumcZeBoAxqm0nY2H8.jpg,2006-01-12,Underworld: Evolution,FALSE,6.6,3643
en,Batman: Bad Blood,"Bruce Wayne is missing. Alfred covers for him while Nightwing and Robin patrol Gotham City in his stead and a new player, Batwoman, investigates Batman's disappearance.",19.628,/1UmPJWfaivtNjsScJqcsbsQRGNY.jpg,2016-08-04,Batman: Bad Blood,FALSE,7.2,668
en,The Haunting of Helena,"After a divorce, Sophia moves to the south of Italy with her daughter, Helena. Their new home, an apartment within an austere building of the fascist age, is a chance for them to start a new life. But inside an old storage room hides a mysterious closet and a buried secret. After the loss of Helena’s first baby tooth, a chilling obsession begins and an apparition haunts her sleep...",20.876,/iB8rf8FYHGlrbmLybCo6Mpg8hNt.jpg,2013-01-14,The Haunting of Helena,FALSE,5.6,134
en,Goosebumps,"After moving to a small town, Zach Cooper finds a silver lining when he meets next door neighbor Hannah, the daughter of bestselling Goosebumps series author R.L. Stine. When Zach unintentionally unleashes real monsters from their manuscripts and they begin to terrorize the town, it’s suddenly up to Stine, Zach and Hannah to get all of them back in the books where they belong.",28.726,/aeZT9pqEgrmXOGdESFkAuVjX6kw.jpg,2015-08-05,Goosebumps,FALSE,6.3,3455
en,Fear and Loathing in Las Vegas,"Raoul Duke and his attorney Dr. Gonzo drive a red convertible across the Mojave desert to Las Vegas with a suitcase full of drugs to cover a motorcycle race. As their consumption of drugs increases at an alarming rate, the stoned duo trash their hotel room and fear legal repercussions. Duke begins to drive back to L.A., but after an odd run-in with a cop, he returns to Sin City and continues his wild drug binge.",24.122,/tisNLcMkxryU2zxhi0PiyDFqhm0.jpg,1998-05-22,Fear and Loathing in Las Vegas,FALSE,7.2,4149
es,¿Qué culpa tiene el niño?,"After a one-night stand results in pregnancy, a young woman decides to become partners with the emotionally immature father-to-be.",19.626,/jx4RowEMoenVwtjyompzcR04EeN.jpg,2016-05-13,Don't Blame the Kid,FALSE,7.7,570
en,Rogue,"Battle-hardened O’Hara leads a lively mercenary team of soldiers on a daring mission: rescue hostages from their captors in remote Africa. But as the mission goes awry and the team is stranded, O’Hara’s squad must face a bloody, brutal encounter with a gang of rebels.",18.587,/uOw5JD8IlD546feZ6oxbIjvN66P.jpg,2020-08-20,Rogue,FALSE,5.6,624
en,Citizen Kane,"Newspaper magnate, Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event.",25.021,/sav0jxhqiH0bPr2vZFU0Kjt2nZL.jpg,1941-04-17,Citizen Kane,FALSE,8,4902
en,The Ugly Truth,"A romantically challenged morning show producer is reluctantly embroiled in a series of outrageous tests by her chauvinistic correspondent to prove his theories on relationships and help her find love. His clever ploys, however, lead to an unexpected result.",21.271,/2rq96Ihbqb1eU3TEBVtgFlqbeX7.jpg,2009-07-24,The Ugly Truth,FALSE,6.5,3235
en,Robin Hood: Men in Tights,"Robin Hood comes home after fighting in the Crusades to learn that the noble King Richard is in exile and that the despotic King John now rules England, with the help of the Sheriff of Rottingham. Robin Hood assembles a band of fellow patriots to do battle with King John and the Sheriff.",25.867,/woexOLEkUlYsPLLuZRK6LjZaF38.jpg,1993-07-28,Robin Hood: Men in Tights,FALSE,6.6,1813
en,Gangs of New York,"In 1863, Amsterdam Vallon returns to the Five Points of America to seek vengeance against the psychotic gangland kingpin, Bill the Butcher, who murdered his father years earlier. With an eager pickpocket by his side and a whole new army, Vallon fights his way to seek vengeance on the Butcher and restore peace in the area.",22.368,/lemqKtcCuAano5aqrzxYiKC8kkn.jpg,2002-12-14,Gangs of New York,FALSE,7.3,5962
en,Brimstone,"In the menacing inferno of the old North-American West, Liz is a genuine survivor who is hunted by a vengeful preacher for a crime she didn’t commit.",21.822,/aNxU4eZrfiChOgCEtyKWSCExdEi.jpg,2016-03-12,Brimstone,FALSE,7.1,984
en,Monty Python and the Holy Grail,"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place"".",24.964,/xZ0rC0kuIsjk6RncpNK73kwstEP.jpg,1975-05-25,Monty Python and the Holy Grail,FALSE,7.8,5149
en,King Kong,"In this remake of the 1933 classic, an oil company expedition disturbs the peace of a giant ape and brings him back to New York to exploit him.",19.363,/paYKhEwUaxKA05vmOfU7FlleTln.jpg,1976-09-08,King Kong,FALSE,6.2,736
ko,착한 엄마 3,"Sun-young and Jun-young are living together. However, they have been unable to pay the rent for several months and listen to the pinzan from the landlord. Eventually, after worrying, he goes to Jun-young's father's house and asks for help. But there, the father's new lover, Ji-young, greets them. Sun-young and Jun-young are unable to borrow money and live in the house for the time being. But after that day. Jun-young's father Dae-woong's eyes keep seeing Sun-young's short mini skirt. Ji-young is interested in Jun-young, who is young and manly…",31.244,/s65C2cKJeqbHVQHPOaOcp7asdFv.jpg,2019-08-26,Good Mother 3,FALSE,5,4
en,The Return of the Living Dead,"When foreman Frank shows new employee Freddy a secret military experiment in a supply warehouse in Louisville, Kentucky, the two klutzes accidentally release a gas that reanimates corpses into flesh-eating zombies. As the epidemic spreads throughout the town, and the creatures satisfy their hunger in gory and outlandish ways, Frank and Freddy fight to survive with the help of their boss and a mysterious mortician.",20.46,/qVTFBabgnWz4jZ8wOQRYZI5EITF.jpg,1985-04-25,The Return of the Living Dead,FALSE,7.1,1772
en,A Bad Moms Christmas,"Amy, Kiki and Carla – three under-appreciated and over-burdened women – rebel against the challenges and expectations of the Super Bowl for mothers: Christmas. And if creating a more perfect holiday for their families wasn’t hard enough, they have to do all of that while hosting and entertaining their own mothers.",22.368,/gPNHolu7AGnrB7r5kvJRRTfwMFR.jpg,2017-08-04,A Bad Moms Christmas,FALSE,6.3,1886
en,The Bob's Burgers Movie,"When a ruptured water main creates an enormous sinkhole right in front of Bob's Burgers, it blocks the entrance indefinitely and ruins the Belchers’ plans for a successful summer. While Bob and Linda struggle to keep the business afloat, the kids try to solve a mystery that could save their family's restaurant. As the dangers mount, these underdogs help each other find hope and fight to get back behind the counter, where they belong.",19.107,/AvV2nHEDQMWuRqAUrpcx2fB97CB.jpg,2022-05-26,The Bob's Burgers Movie,FALSE,7,230
ja,るろうに剣心,"In 1868, after the Bakumatsu war ends, the ex-assassin Kenshin Himura traverses Japan with an inverted sword, to defend the needy without killing.",23.861,/vo3Zs07PZfKNsTrU0pcPZONJcN5.jpg,2012-08-25,Rurouni Kenshin Part I: Origins,FALSE,7.6,691
en,The Smurfs 2,"The evil wizard Gargamel creates a couple of mischievous Smurf-like creatures called the Naughties that he hopes will let him harness the all-powerful, magical Smurf-essence. But when he discovers that only a real Smurf can give him what he wants, and only a secret spell that Smurfette knows can turn the Naughties into real Smurfs, Gargamel kidnaps Smurfette and brings her to Paris, where he has been winning the adoration of millions as the world¹s greatest sorcerer. It's up to Papa, Clumsy, Grouchy, and Vanity to return to our world, reunite with their human friends Patrick and Grace Winslow, and rescue her! Will Smurfette, who has always felt different from the other Smurfs, find a new connection with the Naughties Vexy and Hackus or will the Smurfs convince her that their love for her is True Blue?",27.362,/8cfGugUrTThWdrNRqpCTz2mXPBD.jpg,2013-07-30,The Smurfs 2,FALSE,5.8,1996
en,The Host,"A parasitic alien soul is injected into the body of Melanie Stryder. Instead of carrying out her race's mission of taking over the Earth, ""Wanda"" (as she comes to be called) forms a bond with her host and sets out to aid other free humans.",24.111,/ok2sl6rGITZ0W94DeRU4VkB2ssW.jpg,2013-03-22,The Host,FALSE,6.3,3726
en,Elf,"When young Buddy falls into Santa's gift sack on Christmas Eve, he's transported back to the North Pole and raised as a toy-making elf by Santa's helpers. But as he grows into adulthood, he can't shake the nagging feeling that he doesn't belong. Buddy vows to visit Manhattan and find his real dad, a workaholic publisher.",22.858,/oOleziEempUPu96jkGs0Pj6tKxj.jpg,2003-10-09,Elf,FALSE,6.6,3540
en,Mad Max Beyond Thunderdome,"Mad Max becomes a pawn in a decadent oasis of a technological society, and when exiled, becomes the deliverer of a colony of children.",27.106,/jJlxcEVVUHnrUeEkQ0077VeHQpb.jpg,1985-06-29,Mad Max Beyond Thunderdome,FALSE,6.2,2473
ja,機動戦士ガンダム 閃光のハサウェイ,"After Char's rebellion, Hathaway Noa leads an insurgency against Earth Federation, but meeting an enemy officer and a mysterious woman alters his fate.",24.879,/6gw8onh4FKsruBA7Oouv01EFxzn.jpg,2021-06-11,Mobile Suit Gundam Hathaway,FALSE,7.4,106
en,Joy,A story based on the life of a struggling Long Island single mom who became one of the country's most successful entrepreneurs.,28.11,/drHYguFkQO4nQQFUhRYqIbl45oT.jpg,2015-12-24,Joy,FALSE,6.5,3783
en,El color del cielo,"Olivia Brontë, a movie star, travels to Switzerland for a photo shoot with a major fashion magazine. There she will meet Tristán del Val, a Spanish philosopher whom she met years ago. This reunion will lead them to revisit the past and reconsider their future.",23.051,/9VlL6ahqZw9s6ZDgZJoiOeBl0SL.jpg,2022-10-21,Color of Heaven,FALSE,5,4
en,Cats & Dogs 3: Paws Unite,"It's been ten years since the creation of the Great Truce, an elaborate joint-species surveillance system designed and monitored by cats and dogs to keep the peace when conflicts arise. But when a tech-savvy villain hacks into wireless networks to use frequencies only heard by cats and dogs, he manipulates them into conflict and the worldwide battle between cats and dogs is BACK ON. Now, a team of inexperienced and untested agents will have to use their old-school animal instincts to restore order and peace between cats and dogs everywhere.",23.621,/4BgSWFMW2MJ0dT5metLzsRWO7IJ.jpg,2020-10-02,Cats & Dogs 3: Paws Unite,FALSE,6.3,185
th,ลอง ลีฟ เลิฟว์,"The story of a disheartened couple, Sati and Meta. The two are about to part ways due to their broken relationship, but destiny is playing a joke on them when Sati gets into an accident and wakes up with amnesia. The only way to bring back parts of his memory is to retrieve old photographs where he is faced with his awful past.",35.938,/8F1mBstJfhIsESQpQp4rffdsENa.jpg,2023-06-29,Long Live Love!,FALSE,0,0
en,Mystic River,The lives of three men who were childhood friends are shattered when one of them suffers a family tragedy.,21.552,/e2VNohx5jb7I6HUamCuGhKvzXDR.jpg,2003-03-03,Mystic River,FALSE,7.7,5868
ja,スーパーマリオブラザーズ ピーチ姫救出大作戦!,"When Princess Peach is kidnapped by the monster King Koopa, Mario and his brother Luigi journey to the Mushroom Kingdom to rescue her.",21.67,/d8466YAgDFZmsrWmgizPcUQMsIx.jpg,1986-07-20,Super Mario Brothers: Great Mission to Rescue Princess Peach,FALSE,6.6,69
en,My Best Friend's Exorcism,"The year is 1988. Abby and Gretchen have been best friends since fourth grade. After an evening of skinny-dipping goes disastrously wrong, Gretchen begins to act…different, which leads Abby to suspect her best friend may be possessed by a demon. With help from some unlikely allies, Abby embarks on a quest to save Gretchen. But is their friendship powerful enough to beat the devil?",20.419,/yIXICkqthsqbNtvtEd6rpIt3cT4.jpg,2022-09-29,My Best Friend's Exorcism,FALSE,5.9,162
en,Three Days of the Condor,"A bookish CIA researcher finds all his co-workers dead, and must outwit those responsible until he figures out who he can really trust.",21.099,/zinwtZqdb7gnc4zMu8dfkK1fMN3.jpg,1975-09-24,Three Days of the Condor,FALSE,7.3,983
en,Ben 10: Race Against Time,"Ben, Gwen, and Max must stop an extraterrestrial who plans to open a gateway that leads to an alien invasion.",20.351,/fXGAMKFtm74TICGaSTCLGTvyBk4.jpg,2008-02-11,Ben 10: Race Against Time,FALSE,5.8,276
en,Cool Hand Luke,"When petty criminal Luke Jackson is sentenced to two years in a Florida prison farm, he doesn't play by the rules of either the sadistic warden or the yard's resident heavy, Dragline, who ends up admiring the new guy's unbreakable will. Luke's bravado, even in the face of repeated stints in the prison's dreaded solitary confinement cell, ""the box,"" make him a rebel hero to his fellow convicts and a thorn in the side of the prison officers.",23.798,/4ykzTiHKLamh3eZJ8orVICtU2Jp.jpg,1967-06-22,Cool Hand Luke,FALSE,7.7,1224
en,A Dog's Way Home,"The adventure of Bella, a dog who embarks on an epic 400-mile journey home after she is separated from her beloved human.",23.357,/pZn87R7gtmMCGGO8KeaAfZDhXLg.jpg,2019-01-10,A Dog's Way Home,FALSE,7.3,973
en,The Librarian: Quest for the Spear,"When a magical artifact is lifted from his library, a meek librarian sets out to ensure its safe return.",23.597,/hGF0kp0nJqmcQzywSCjkt6eykE4.jpg,2004-07-12,The Librarian: Quest for the Spear,FALSE,6.2,566
en,Saw VI,"Special Agent Strahm is dead, and Detective Hoffman has emerged as the unchallenged successor to Jigsaw's legacy. However, when the FBI draws closer to Hoffman, he is forced to set a game into motion, and Jigsaw's grand scheme is finally understood.",29.597,/dd6rdpnBoqlElTSTlaPM1OjFC1k.jpg,2009-10-16,Saw VI,FALSE,6.3,2738
en,Beasts of No Nation,"Based on the experiences of Agu, a child fighting in the civil war of an unnamed, fictional West African country. Follows Agu's journey as he's forced to join a group of soldiers. While he fears his commander and many of the men around him, his fledgling childhood has been brutally shattered by the war raging through his country, and he is at first torn between conflicting revulsion and fascination.",25.849,/1D4vcJmJc58WXarpRtwgd2do9Rg.jpg,2015-09-11,Beasts of No Nation,FALSE,7.6,1573
en,STILL: A Michael J. Fox Movie,A short kid from a Canadian army base becomes the international pop culture darling of the 1980s—only to find the course of his life altered by a stunning diagnosis. What happens when an incurable optimist confronts an incurable disease?,22.145,/fDO4gYZxvdsIrHKzsSAbc3N7Wfg.jpg,2023-01-20,STILL: A Michael J. Fox Movie,FALSE,7.5,66
en,211,"Inspired by one of the longest and bloodiest real-life events in police history, Officer Mike Chandler and a young civilian passenger find themselves under-prepared and outgunned when fate puts them squarely in the crosshairs of a daring bank heist in progress by a fearless team of highly-trained and heavily-armed men.",21.603,/81RColr4rau6DZ7z9eMsksokcfk.jpg,2018-05-30,211,FALSE,5.4,397
en,Dogville,"A barren soundstage is stylishly utilized to create a minimalist small-town setting in which a mysterious woman named Grace hides from the criminals who pursue her. The town is two-faced and offers to harbor Grace as long as she can make it worth their effort, so Grace works hard under the employ of various townspeople to win their favor. Tensions flare, however, and Grace's status as a helpless outsider provokes vicious contempt and abuse from the citizens of Dogville.",19.593,/lraVawavIXh5geMlVjpzCw9TGwR.jpg,2003-05-19,Dogville,FALSE,7.8,2141
cn,重慶森林,"Two melancholic Hong Kong policemen fall in love: one with a mysterious underworld figure, the other with a beautiful and ethereal server at a late-night restaurant.",23.591,/43I9DcNoCzpyzK8JCkJYpHqHqGG.jpg,1994-07-14,Chungking Express,FALSE,8,1456
en,West Side Story,"Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy.",27.373,/lnUxSldaVI0mYCCf2akyQpbTFgr.jpg,2021-12-08,West Side Story,FALSE,7.1,1269
en,A Nightmare on Elm Street: The Dream Child,"Alice, having survived the previous installment of the Nightmare series, finds the deadly dreams of Freddy Krueger starting once again. This time, the taunting murderer is striking through the sleeping mind of Alice's unborn child. His intention is to be ""born again"" into the real world. The only one who can stop Freddy is his dead mother, but can Alice free her spirit in time to save her own son?",23.09,/7BU4Uaxhd7zSYusBWyR5CeeBLeb.jpg,1989-08-11,A Nightmare on Elm Street: The Dream Child,FALSE,5.4,1069
en,The Last Manhunt,"In 1909, Willie Boy and his love Carlota go on the run after he accidentally shoots her father in a confrontation gone terribly wrong. With President Taft coming to the area, the local sheriff leads two Native American trackers seeking justice for their “murdered” tribal leader.",24.954,/95Bn6HZBBJcG7LOBMAzNH0gmLih.jpg,2022-11-18,The Last Manhunt,FALSE,5.2,26
en,AVP: Alien vs. Predator,"When scientists discover something in the Arctic that appears to be a buried Pyramid, they send a research team out to investigate. Little do they know that they are about to step into a hunting ground where Aliens are grown as sport for the Predator race.",21.692,/qUZctuoFL3VKOqeKxhnLwuEE4oF.jpg,2004-08-12,AVP: Alien vs. Predator,FALSE,5.9,3908
ko,새콤달콤,"Faced with real-world opportunities and challenges, a couple endures the highs and lows of trying to make a long-distance relationship survive.",24.11,/3yGwAPl6LWpi8QwHjwCMaqsPgNB.jpg,2021-06-04,Sweet & Sour,FALSE,7.8,139
en,Some Like It Hot,"Two musicians witness a mob hit and struggle to find a way out of the city before they are found by the gangsters. Their only opportunity is to join an all-girl band as they leave on a tour. To make their getaway they must first disguise themselves as women, then keep their identities secret and deal with the problems this brings - such as an attractive bandmate and a very determined suitor.",27.586,/hVIKyTK13AvOGv7ICmJjK44DTzp.jpg,1959-03-19,Some Like It Hot,FALSE,8.1,3070
fr,Beau-père,"Rémi is a man trapped in a deteriorating marriage. When his wife is unexpectedly killed in a car accident, Rémi is left with his stepdaughter, Marion, who chooses to stay with him rather than live with her birth father. After the initial shock passes, Rémi is caught off-guard when Marion begins expressing her attraction to him. Initially repulsed, Marion's mature beauty wears him down as he finally caves to her seductions.",18.845,/hzGFiFY8wYeqxM8T4O4HFmXTqca.jpg,1981-09-15,Beau Pere,FALSE,6.7,92
en,Halo Legends,The universe of the Halo video game series is expanded in seven short animated films from Japan's greatest anime directors and studios.,19.087,/cO3iAp2pPNdWE9eqS4pTEY5HghY.jpg,2010-02-16,Halo Legends,FALSE,7.4,144
ja,風立ちぬ,"A lifelong love of flight inspires Japanese aviation engineer Jiro Horikoshi, whose storied career includes the creation of the A-6M World War II fighter plane.",25.938,/jfwSexzlIzaOgxP9A8bTA6t8YYb.jpg,2013-07-20,The Wind Rises,FALSE,7.8,2556
