Original Language,Original Title,Overview,Popularity,Poster Path,Release Date,Title,Video,Vote Average,Vote Count
en,The Hit List,A disgruntled man creates a hit list with a stranger during a drunken night out and must then race to try to save those he marked for extermination as the bodies begin to pile up and all fingers point to him.,12.859,/tR88diuLaMMdxl9rBVdAKERzIjo.jpg,2011-04-02,The Hit List,FALSE,6.1,221
en,Adaptation.,"Nicolas Cage is Charlie Kaufman, a confused L.A. screenwriter overwhelmed by feelings of inadequacy, sexual frustration, self-loathing, and by the screenwriting ambitions of his freeloading twin brother Donald. While struggling to adapt ""The Orchid Thief,"" by Susan Orlean, Kaufman's life spins from pathetic to bizarre. The lives of Kaufman, Orlean's book, become strangely intertwined as each one's search for passion collides with the others'.",16.107,/ffEmHQAiD0m5dEQ6rlsuA9vlllW.jpg,2002-12-06,Adaptation.,FALSE,7.4,2175
en,The Outwaters,Four travelers encounter menacing phenomena while camping in a remote stretch of the Mojave Desert.,11.115,/yBN3HGVjIIZtHlSX8t4H51cGDKd.jpg,2023-02-09,The Outwaters,FALSE,4.7,29
en,The 2nd,"Secret-service agent Vic Davis is on his way to pick up his estranged son, Sean, from his college campus when he finds himself in the middle of a high-stakes terrorist operation. His son's friend Erin Walton, the daughter of Supreme Court Justice Walton is the target, and this armed faction will stop at nothing to kidnap her and use her as leverage for a pending landmark legal case.",13.876,/o1WvNhoackad1QiAGRgjJCQ1Trj.jpg,2020-12-14,The 2nd,FALSE,5.6,108
en,People Like Us,"After flying home to L.A. for the funeral of his estranged record-producer father, a struggling man discovers that the will stipulates that he must deliver $150,000 in cash to a 30-year-old alcoholic sister he never knew existed, and her troubled 12-year-old son.",15.309,/aXfIwSJogLjQdmX9Qzhkeuv3HQI.jpg,2012-06-29,People Like Us,FALSE,6.8,561
fr,Rock'n Roll,"Guillaume Canet is told by a young co-star that he's no longer Rock'n' Roll and can't sell films anymore. He then tries to prove her wrong and gets help from his girlfriend, Marion Cotillard.",14.062,/tkzVWew2NgepjYDWu5WeVXLEeCj.jpg,2017-02-15,Rock'n Roll,FALSE,5.2,702
it,Che dottoressa ragazzi!,"A small Italian village eagerly awaits the long-overdue arrival of a doctor. Everyone expects a male, so when the sexy female doctor Sigrun S. steps out of the bus, it quickly leads to a series of slapstick events.",17.035,/zpTaovBx4ZicpcxFLjncSf9dMFb.jpg,1976-08-12,Che dottoressa ragazzi!,FALSE,5.5,6
en,Miracle,"When college coach Herb Brooks is hired to helm the 1980 U.S. men's Olympic hockey team, he brings a unique and brash style to the ice. After assembling a team of hot-headed college all-stars, who are humiliated in an early match, Brooks unites his squad against a common foe: the heavily-favored Soviet team.",11.106,/bQsgMzDjLKUpLzOoijuIWPJvaf0.jpg,2004-02-06,Miracle,FALSE,7.1,524
en,Children of the Corn: Genesis,"Tim and Allie seek shelter in a remote desert compound after becoming lost and stranded. A strange Manson-like character, Preacher, reluctantly allows them inside with strict orders to be gone by morning and not wander ""where you are not invited.""",11.108,/qZvAcvZyT4Duvi5kaPoNoJg2TT9.jpg,2011-08-30,Children of the Corn: Genesis,FALSE,4.2,104
fr,Coco avant Chanel,"Several years after leaving the orphanage, to which her father never returned for her, Gabrielle Chanel finds herself working in a provincial bar. She's both a seamstress for the performers and a singer, earning the nickname Coco from the song she sings nightly with her sister. A liaison with Baron Balsan gives her an entree into French society and a chance to develop her gift for designing.",13.857,/e786zNMrFfAc3LEqJgj0FYFKHyL.jpg,2009-04-22,Coco Before Chanel,FALSE,6.9,842
en,My Life Without Me,A fatally ill mother with only two months to live creates a list of things she wants to do before she dies without telling her family of her illness.,15.856,/sFSkn5rrQqXJkRNa2rMWqzmEuhR.jpg,2003-03-07,My Life Without Me,FALSE,5.9,406
en,The Prince & Me,"A fairy tale love-story about pre-med student Paige who falls in love with a Danish Prince ""Eddie"" who refused to follow the traditions of his parents and has come to the US to quench his thirst for rebellion. Paige and Edward come from two different worlds, but there is an undeniable attraction between them.",13.105,/2voUK98TW1cJ3w0qmDIdB16A3x6.jpg,2004-03-28,The Prince & Me,FALSE,6.2,906
fr,Trois couleurs : Blanc,"Polish immigrant Karol Karol finds himself out of a marriage, a job and a country when his French wife, Dominique, divorces him after six months due to his impotence. Forced to leave France after losing the business they jointly owned, Karol enlists fellow Polish expatriate Mikołaj to smuggle him back to their homeland.",13.054,/fdIet3NSa27gobMbaUml66oCQNT.jpg,1994-01-26,Three Colors: White,FALSE,7.5,1011
en,Rubikon,"The company soldier Hannah and the scientists Gavin and Dimitri are researching an algae project on board the Rubikon space station, which is supposed to permanently supply humanity with oxygen and food. But suddenly the earth disappears below them in a brown, toxic fog and all contact is broken off - are they the last survivors of humanity? Should they initiate the safe station, dare the return flight and thereby risk their lives?",13.586,/n5Ynx568yHn1hKG2ND7ctoL9jEl.jpg,2022-07-01,Rubikon,FALSE,5.6,81
ru,Скиф,"A new era is about to begin in Eastern Europe. Scythians, the proud warriors, are all but gone and most of the few remaining descendants have become ruthless mercenary assassins. Lutobor, a warrior who becomes involved in intertribal conflicts, sets off on a perilous journey to save his family guided by a captive Scythian.",10.112,/tI1BO7YUGUBFlTnVGZN0wPnC4YK.jpg,2018-01-18,The Last Warrior,FALSE,6,101
en,Party Monster,"The New York club scene of the 80s and 90s was a world like no other. Into this candy-colored, mirror ball playground stepped Michael Alig, a wannabe from nowhere special. Under the watchful eye of veteran club kid James St. James, Alig quickly rose to the top... and there was no place to go but down.",11.355,/fAkq4jzFttRaxpIt7HhpsiFGhxI.jpg,2003-09-05,Party Monster,FALSE,5.9,154
en,The General,"During America’s Civil War, Union spies steal engineer Johnnie Gray's beloved locomotive, 'The General'—with Johnnie's lady love aboard an attached boxcar—and he single-handedly must do all in his power to both get The General back and to rescue Annabelle.",12.855,/nIp4gIXogCjfB1QABNsWwa9gSca.jpg,1926-12-25,The General,FALSE,8,1054
en,Book of Dragons,"So you want to be a dragon trainer do you? Prepare yourself for adventure, excitement and training as Hiccup, Astrid, Toothless and Gobber tell the legend behind the Book of Dragons and reveal insider training secrets about new, never-before-seen dragons.",11.357,/jDInObzAHYGsde02gTxL8B56HGT.jpg,2011-11-15,Book of Dragons,FALSE,6.6,146
en,Darc,"To bring down a global human trafficking ring, an Interpol agent recruits the help of a brutal criminal with inside knowledge of the yakuza.",13.613,/bBxHNF0risAugpPJeAgLkiUW0P1.jpg,2018-05-01,Darc,FALSE,6.2,170
ko,강철비,"Amid a coup, a North Korean agent escapes south with the country's injured leader in an attempt to keep him alive and prevent a Korean war.",12.362,/zCXpkcMAUxtOp55bWMpBZjpHr5g.jpg,2017-12-14,Steel Rain,FALSE,7.2,146
ru,Летят журавли,"Veronika and Boris come together in Moscow shortly before World War II. Walking along the river, they watch cranes fly overhead, and promise to rendezvous before Boris leaves to fight. Boris misses the meeting and is off to the front lines, while Veronika waits patiently, sending letters faithfully. After her house is bombed, Veronika moves in with Boris' family, into the company of a cousin with his own intentions.",14.855,/foXYOdXEJ0rvtTDo4LLnsUnvPLB.jpg,1957-10-12,The Cranes Are Flying,FALSE,8,300
en,My Tutor,"High school senior Bobby Chrystal fails his French class, which will block him from entering Yale. His rich, authoritarian father hires an attractive 29-year-old to tutor Bobby over the summer and help him pass a make-up exam. While Bobby's friends lead him away into strange excursions aimed at losing their virginity, Bobby finds all the extracurricular activities he needs with his new tutor.",12.064,/gMIEasZXQImHpRHos5XsVg80ERV.jpg,1983-03-04,My Tutor,FALSE,5,57
en,The Fisher King,Two troubled men face their terrible destinies and events of their past as they join together on a mission to find the Holy Grail and thus to save themselves.,14.104,/5mb1IV53luUNTRyF3TSC77X1KZs.jpg,1991-09-20,The Fisher King,FALSE,7.3,1169
en,Blackbird,"A terminally ill mother invites her family to their country house for one final gathering, but tensions quickly boil over between her two daughters.",10.867,/c4GpcTZjX8zIU9RbG7j6w7OJFua.jpg,2019-09-06,Blackbird,FALSE,6.9,161
en,Teen Beach 2,"When characters from the movie musical “Wet Side Story” get stuck in the real world, teens Brady and Mack must find a way to return them home.",12.609,/fa7kzaraZaCVO559kp7yMASACCF.jpg,2015-06-26,Teen Beach 2,FALSE,6.7,535
en,Clockstoppers,"Until now, Zak Gibbs' greatest challenge has been to find a way to buy a car. But when he discovers an odd wristwatch amidst his father's various inventions and slips it on -- something very strange happens. The world around him seems to come to a stop, everything and everybody frozen in time. Zak quickly learns how to manipulate the device and he and his quick-witted and beautiful new friend, Francesca, start to have some real fun.",17.605,/9OvKOi7sHJMqNAy4PQBx13ix4Zi.jpg,2002-03-17,Clockstoppers,FALSE,5.3,266
en,Spider,"A mentally disturbed man takes residence in a halfway house. His mind gradually slips back into the realm created by his illness, where he replays a key part of his childhood.",14.105,/zvm4WuYxTiGkRagRqHUey0meRQL.jpg,2002-11-06,Spider,FALSE,6.6,663
en,You're Not You,A drama centered on a classical pianist who has been diagnosed with ALS and the brash college student who becomes her caregiver.,12.109,/jvrdukoeCuVckHlbAxU0MPoIzPI.jpg,2014-10-10,You're Not You,FALSE,7.4,748
en,Air America,"Air America was the CIA's private airline operating in Laos during the Vietnam War, running anything and everything from soldiers to foodstuffs for local villagers. After losing his pilot's license, Billy Covington is recruited into it, and ends up in the middle of a bunch of lunatic pilots, gun-running by his friend Gene Ryack, and opium smuggling by his own superiors.",12.103,/3p4ldj2ZjaoTNBVfb1pSMoMnRn8.jpg,1990-08-10,Air America,FALSE,5.8,506
en,10 x 10,"Lewis is an outwardly ordinary guy, but in reality he is hiding an obsession – revenge – against Cathy. Lewis kidnaps Cathy in broad daylight and takes her to his home, where he locks her in a soundproof cell and attempts to extract a dark secret from her past.",15.862,/egMETBYual2JtfFGigXTA0tGkME.jpg,2018-04-13,10x10,FALSE,5.3,475
en,Kicking & Screaming,"Phil Weston has been unathletic his entire life. In college he failed at every sport that he tried out for. It looks like his 10-year old son, Sam, is following in his footsteps. But when Phil's hyper-competitive dad benches Sam, Phil decides to transfer his son to a new team which needs a coach. Phil steps in to be the temporary coach and immediately begins to butt heads with this dad over this new competition in their lives.",14.604,/n5Cc91HgRtY2zsWZV6fXcwVWuWl.jpg,2005-05-13,Kicking & Screaming,FALSE,5.8,564
en,Mr. Magoo,"Mr. Magoo, a man with terrible eyesight, gets caught up in a museum robbery.",15.104,/p24cXStOcsO8DH5ew5Rdf2lQYCa.jpg,1997-12-25,Mr. Magoo,FALSE,4.5,335
en,The Way of the Gun,Two criminal drifters without sympathy get more than they bargained for after kidnapping and holding for ransom the surrogate mother of a powerful and shady man.,11.354,/wrjMMdgn1a4ChlaBmlzKnb78nr6.jpg,2000-09-08,The Way of the Gun,FALSE,6.4,366
es,Biutiful,"This is a story of a man in free fall. On the road to redemption, darkness lights his way. Connected with the afterlife, Uxbal is a tragic hero and father of two who's sensing the danger of death. He struggles with a tainted reality and a fate that works against him in order to forgive, for love, and forever.",12.106,/8cj0Q2uFfpTkCw4gMqqcTBpdoqF.jpg,2010-10-20,Biutiful,FALSE,7.2,990
en,"Surfer, Dude",A wave twisting tale of a soul searching surfer experiencing an existential crisis.,16.655,/948AdP72iLQUjWvKp9r8981PT28.jpg,2008-09-05,"Surfer, Dude",FALSE,4.6,85
en,Antitrust,A computer programmer's dream job at a hot Portland-based firm turns nightmarish when he discovers his boss has a secret and ruthless means of dispatching anti-trust problems.,16.354,/9PXyfcJe53A9qFkcj5dkTJwIWoS.jpg,2001-01-11,Antitrust,FALSE,6,451
en,After,"An aging man lies bleeding to death in an alley. As onlookers start to gather around, he reflects on the life that he has lived.",13.111,/gg3CLrIrTUS3uurPNDrCCbEAHtD.jpg,2017-12-31,After,FALSE,0,0
ko,밀정,"Set in the late 1920s, The Age of Shadows follows the cat-and-mouse game that unfolds between a group of resistance fighters trying to bring in explosives from Shanghai to destroy key Japanese facilities in Seoul, and Japanese agents trying to stop them.",11.609,/kHiBkgmMY8QJQo2r5yXRhJ7P7k.jpg,2016-09-07,The Age of Shadows,FALSE,7.2,285
en,In Harm's Way,A naval officer reprimanded after Pearl Harbor is later promoted to rear admiral and gets a second chance to prove himself against the Japanese.,11.854,/e1rShRwB2mFOZLb9HY2XPFFbJph.jpg,1965-04-06,In Harm's Way,FALSE,6.7,110
en,Elvis,This biopic traces Elvis Presley’s life from his impoverished childhood to his meteoric rise to stardom to his triumphant conquering of Las Vegas.,11.102,/fYsrWZrLZMH9duwXPtaoheunUz4.jpg,1979-02-10,Elvis,FALSE,6.8,103
en,One Night with the King,"This amazing biblical drama chronicles the brave and historic legend of Hadassah, a Jewish orphan with exceptional beauty who rises to become Queen Esther of Persia and saves Persian Jews from genocide. By revealing her heritage to the king, Esther thwarts the evil prime minister's plan to annihilate all Jews in the Persian Empire. The annual festival of Purim is inspired by her heroism.",10.724,/ybiEPOVATKDWm9PAHjAlRekriMl.jpg,2006-10-10,One Night with the King,FALSE,6.8,54
en,Semi-Pro,"Jackie Moon is the owner, promoter, coach, and star player of the Flint Michigan Tropics of the American Basketball Association (ABA). In 1976 before the ABA collapses, the National Basketball Association (NBA) plans to merge with the best teams of the ABA at the end of the season. Only the top four teams will make the move and the worst teams will fold. The Tropics are the worst team in the league and if they want to make it to the NBA, Jackie Moon must rally his team and start winning. The only problem is the fact that Jackie Moon is not really the coach and star basketball player he thinks he is. To keep his team from oblivion and leave his mark in the city, Jackie Moon must inspire his team to win fourth place in the playoffs.",13.354,/7KJrvJf96UpkXsWVOjzCo1IbnW6.jpg,2008-02-28,Semi-Pro,FALSE,5.6,688
en,Trumbo,The career of screenwriter Dalton Trumbo is halted by a witch hunt in the late 1940s when he defies the anti-communist HUAC committee and is blacklisted.,12.107,/eqCjhgJOLhut2y1fJs2NHKKQW4e.jpg,2015-10-27,Trumbo,FALSE,7.2,1445
hi,Ra.One,"When the titular antagonist of an action game takes on physical form, it's only the game's less powerful protagonist who can save his creator's family.",13.305,/mXlS41qbd0bzhO44iPDtJqYtQt8.jpg,2011-10-24,Ra.One,FALSE,5.7,298
en,Bulletproof Monk,"A mysterious and immortal Tibetan kung fu master, who has spent the last 60 years traveling around the world protecting the ancient Scroll of the Ultimate, mentors a selfish street kid in the ancient intricacies of kung fu.",19.103,/kHWv16c4uDmiEujICSBdQ52TH55.jpg,2003-03-28,Bulletproof Monk,FALSE,5.5,804
en,Psycho IV: The Beginning,Norman Bates recalls his childhood with his abusive mother on a radio show about boys who commit matricide.,15.851,/vxWTkQRAvTvA6rbBhsdC4pdnHuq.jpg,1990-11-10,Psycho IV: The Beginning,FALSE,5.6,213
en,8,"An old man, fated to collect souls for eternity, seeks atonement after trading his daughter's soul.",10.846,/mEot6Gg88yvIpLI9HTZNPvSkzTd.jpg,2020-03-13,8,FALSE,6.2,71
fr,À l'intérieur,"Four months after the death of her husband, a woman on the brink of motherhood is tormented in her home by a strange woman who wants her unborn baby.",12.353,/f9moV5ksoyOjWQvYc13vQZR4hPv.jpg,2007-06-13,Inside,FALSE,6.7,696
en,Jumpin' Jack Flash,"Terry works for a bank, and uses computers to communicate with clients all over the world. One day, she gets a strange coded message from an unknown source. After decoding the message, Terry becomes embroiled in an espionage ring. People are killed, and Terry is chased. Throughout, she remains in contact with this mysterious person, who needs Terry's help save his life.",13.851,/znVUM7RUBwQ16Q9lTmuMpaWJ7so.jpg,1986-04-23,Jumpin' Jack Flash,FALSE,6.1,306
fr,La Maison,"Emma, a French novelist aged 27, decide to go to Berlin and join a brothel to uncover the prostitution world, the subject of her new book. Such as gonzo journalism, Emma become a prostitute and her experience, which was supposed to last a few weeks, will last two years. Was writing her book an excuse for Emma to live a shameful fantasy?",17.377,/zz6h2hfQ692jeeEkzfgFceyd50Y.jpg,2022-11-16,The House,FALSE,6.4,23
en,iBoy,"After an accident, Tom wakes from a coma to discover that fragments of his smart phone have been embedded in his head, and worse, that returning to normal teenage life is impossible because he has developed a strange set of super powers.",13.358,/aqwQPVosPSjfXRF6bO9Wg48ylAR.jpg,2017-01-27,iBoy,FALSE,6,1058
en,Battle for Terra,"A peaceful alien planet faces annihilation, as the homeless remainder of the human race sets its eyes on Terra. Mala, a rebellious Terrian teenager, will do everything she can to stop it.",14.103,/iAcPYIsYwFqAyY7KctWkkdkJGhI.jpg,2007-09-06,Battle for Terra,FALSE,6.1,242
en,The Fear of God: 25 Years of The Exorcist,"A behind-the-scenes retrospective made for the twenty-fifth anniversary of the classic horror film, The Exorcist. Includes interviews with Linda Blair and the other stars of the film, along with commentary from the director and writer on some of the deeper meanings behind the elements they used to terrify their audiences, and previously unreleased footage including make-up tests and deleted scenes.",11.202,/yEWDfJWhFuR77jlntpFGKssKLeT.jpg,1998-06-13,The Fear of God: 25 Years of The Exorcist,FALSE,7.2,20
ja,堕靡泥の星　美少女狩り,"The film portrays the life of Tatsuya, a young man of proper descent whose outward respectability hides his urges for rape and torture. This handsome rapist seduces women, then brings them to the basement of the mansion he inherited from his well-to-do parents, where he indulges in lengthy sessions of sado-sexual violence. Based on manga by Masaaki Sato.",13.771,/3n029M1rCF51hG24sq18D3lMtTw.jpg,1979-10-27,Star of David: Beauty Hunting,FALSE,6.2,39
pt,A Gruta,"The only one survivor of a mysterious murderer that killed his wife, friends and the tourism guide who leaded them through a interdicted grotto, a boy become the only suspect to make the crime. He, however, claim for his innocence saying that your wife killed those people as she was possessed by an evil force. Refusing to talk to police officers who are in charge for the crime investigation, he asks for help to a nun.",13.439,/nBdoS8tjWubpEyQnqmM6tpZR3GU.jpg,2020-10-29,A Gruta,FALSE,6.3,69
en,Batman Unmasked: The Psychology of 'The Dark Knight',"Delve into the world of Batman and the vigilante justice that he brought to the city of Gotham. Batman is a man who, after experiencing great tragedy, devotes his life to an ideal--but what happens when one man takes on the evil underworld alone? Examine why Batman is who he is--and explore how a boy scarred by tragedy becomes a symbol of hope to everyone else.",12.422,/e15wNHmLX7PJUo8lqzQRhwbX7PL.jpg,2008-07-15,Batman Unmasked: The Psychology of 'The Dark Knight',FALSE,7.5,44
en,LEGO DC Comics Super Heroes: Batman Be-Leaguered,"When Batman, claiming to be a loner, refuses to join the Justice League, he is drawn into working with them when they are kidnapped one-by-one and held prisoner by one of Batman's nemeses.",12.105,/yCgl27daD2xcyHCRzFBhqiPkjQJ.jpg,2014-10-27,LEGO DC Comics Super Heroes: Batman Be-Leaguered,FALSE,6.8,120
tr,Kağıttan Hayatlar,"In the streets of Istanbul, ailing waste warehouse worker Mehmet takes a small boy under his wing and must soon confront his own traumatic childhood.",13.122,/cmru6N6Hnw2pJwuo1ctH1CxKqKZ.jpg,2021-03-12,Paper Lives,FALSE,8,316
es,A diente de perro,,10.737,/jpD0cnXNjVpO2X3W5eXX4Est3kV.jpg,2022-12-30,A diente de perro,FALSE,2,1
en,The Accidental Husband,"Emma, a radio host, is about to be married to Richard, her perfect match. But right before her wedding, she learns she's already married to Patrick, a charming but irresponsible fireman. Furthermore, Patrick has a secret: he has arranged this little trick because Emma advised Patrick's ex-fiancée to end their relationship. However, Patrick may find that the trick is on him, for he soon begins to fall in love with his uptight adversary.",11.351,/sANVMWgteHENHCluiMJTnO0Jmrf.jpg,2008-02-29,The Accidental Husband,FALSE,5.5,502
en,That's Amor,"After her job and relationship implode on the same day, Sofia starts from scratch — and meets a dashing Spanish chef who might be her missing ingredient.",12.611,/iyYibVfi8q0zwsX1evl7mxTZJp1.jpg,2022-08-25,That's Amor,FALSE,5.1,90
de,Schweigeminute,"The end of a summer, a sleepy fishing port on the Baltic Sea and the beginning of a great feeling that must not be: Shortly before the start of the new school year, the 18-year-old Christian falls in love with his new English teacher Stella Petersen. In a moment of unexpected lightness and freedom, in the dunes and seascape far away from the small town, Stella and Christian discover a shared longing and an attraction to each other, the intensity of which both overwhelmed. But soon after class has begun again, the secret relationship between the young teacher and her pupil threatens the scandal ...",12.305,/uaVxh0MLy9dXSlkBTUwJW9vxwCr.jpg,2016-06-25,A Minute’s Silence,FALSE,5.6,15
en,Ivy + Bean: The Ghost That Had to Go,"Cold, white mist. Clanking pipes. And an eerie voice that's coming from the drain. Is the school bathroom... haunted? Ivy and Bean are on the case!",11.623,/izm0ZVZlv7d2k9UAJKbwratJkFb.jpg,2022-09-02,Ivy + Bean: The Ghost That Had to Go,FALSE,6.9,7
en,Mad Heidi,"In a dystopian Switzerland that has fallen under the fascist rule of an evil cheese tyrant, Heidi lives the pure and simple life in the Swiss Alps. Grandfather Alpöhi does his best to protect Heidi, but her yearning for freedom soon gets her into trouble with the dictator’s henchmen. The innocent girl transforms herself into a kick-ass female fighting force who sets out to liberate the country from the insane cheese fascists.",16.628,/tVooOemwuIuOYsBKgHolI9zC81X.jpg,2022-11-24,Mad Heidi,FALSE,6,73
en,The Miracle Worker,"The true story of the frightening, lonely world of silence and darkness of 7-year-old Helen Keller who, since infancy, has never seen the sky, heard her mother's voice or expressed her innermost feelings. Then Annie Sullivan, a 20-year-old teacher from Boston, arrives. Having just recently regained her own sight, the no-nonsense Annie reaches out to Helen through the power of touch, the only tool they have in common, and leads her bold pupil on a miraculous journey from fear and isolation to happiness and light.",12.6,/3dI6UVM5W1sz3MU9gNK5nVDcAyQ.jpg,1962-05-23,The Miracle Worker,FALSE,7.9,260
en,The Turning,"A young woman quits her teaching job to be a private tutor for two wealthy young kids, but soon starts to suspect there’s more to their house than what meets the eye.",16.862,/j0W7tW3g8NoLrt5gWqQ5RsPMVDQ.jpg,2020-01-23,The Turning,FALSE,5.8,888
en,A Close Shave,"Wallace's whirlwind romance with the proprietor of the local wool shop puts his head in a spin, and Gromit is framed for sheep-rustling in a fiendish criminal plot.",11.848,/qdIR27trLyrlJ5nmkbcG3Bomah6.jpg,1995-04-10,A Close Shave,FALSE,7.5,690
en,The Boondock Saints II: All Saints Day,"Skillfully framed by an unknown enemy for the murder of a priest, wanted vigilante MacManus brothers Murphy and Connor must come out of hiding on a sheep farm in Ireland to fight for justice in Boston.",17.6,/jFHtFInp3tYIBxkwWMfNJf1RBZW.jpg,2009-11-24,The Boondock Saints II: All Saints Day,FALSE,6,650
en,Shiva Baby,"College student Danielle must cover her tracks when she unexpectedly runs into her sugar daddy at a shiva - with her parents, ex-girlfriend and family friends also in attendance.",14.62,/5IBJwMPSCS5XdRT7BO1ZMreFOis.jpg,2021-04-02,Shiva Baby,FALSE,7.2,423
en,Book Club,Four lifelong friends decide that their lives could change by becoming nasty and reading Fifty Shades of Grey in their monthly book club to get inspiration on how to handle sexual pleasure at an elderly age.,15.057,/6ORGBbOA45pfKQXvntPf46NoFGO.jpg,2018-05-18,Book Club,FALSE,6.2,700
en,Candyman: Farewell to the Flesh,"The Candyman moves on to New Orleans and starts his horrific murders once more. This time, his intended victim is a school teacher. Her father was killed by the Candyman, and brother wrongly accused of the murders.",9.598,/2rQ6q7PjHrMQALXpPl7ExhQIvb4.jpg,1995-03-17,Candyman: Farewell to the Flesh,FALSE,5.4,305
tl,Relyebo,A security guard is charmed by a hot tenant he calls Ms. F. His sexual fantasy will take him to the extreme that will change his and his wife's lives forever.,11.823,/6AmAAOEYP48L57PFxwBb77ko3pg.jpg,2022-10-14,Relyebo,FALSE,6.2,5
en,The Crow: Wicked Prayer,"When ex-convict Jimmy and his girlfriend are brutally murdered on a reservation by a local gang of satanists, he's brought back by the Crow to seek vengence.",11.599,/iNmAOH48ku1NfXqGsGBSZi0XeoX.jpg,2005-05-13,The Crow: Wicked Prayer,FALSE,3.4,158
ko,특송,"Eun-ha, who is a normal junkyard employee, secretly works as a delivery clerk that deals with unusual delivery requests. One day, Eun-ha heads to Seoul to pick up a client who is involved in a gambling crime that wants to flee overseas. However, Eun-ha meets the client's young son at the pick-up point, instead of the client himself. Kyeong-pil, a current police officer who is actually masterminding the whole gambling crime, chases after the missing child who has the security key to the bank account that holds 30 million dollars.",13.553,/6v1N2SBhaF8lTBgsjfTAgVmS5q9.jpg,2022-01-12,Special Delivery,FALSE,6.9,89
fr,La Tulipe noire,"Aristocrat Guillaume de Saint Preux leads a double life as a masked bandit known as the Black Tulip. The Black Tulip only robs rich aristocrats, so the local peasants regard him as a hero. Baron La Mouche is convinced Guillaume is the Tulip. During a robbery, he scars the Tulip's face, and hopes to use this to expose Guillaume, but Guillaume is one step ahead.",15.198,/fYaIoQrEEz2fnJcY3KAzBsPwvF4.jpg,1964-02-28,The Black Tulip,FALSE,6.2,95
en,The Friends of Eddie Coyle,"An aging hood is about to go back to prison. Hoping to escape his fate, he supplies information on stolen guns to the feds, while simultaneously supplying arms to his bank robbing chums.",9.847,/tyV8Bgf2huCIbGUxTdGgnzdIRKZ.jpg,1973-06-26,The Friends of Eddie Coyle,FALSE,7.3,147
en,The Haunted World of El Superbeasto,"The Haunted World of El Superbeasto is an animated comedy that also combines elements of a horror and thriller film. It is based upon the comic book series created by Rob Zombie that follows the character of El Superbeasto and his sexy sidekick sister, Suzi-X, voiced by Sheri Moon, as they confront an evil villain by the name of Dr. Satan.",13.599,/yHxMxYyDuLfwiZs02hSjrxaJy2w.jpg,2009-09-12,The Haunted World of El Superbeasto,FALSE,6,148
en,Henry: Portrait of a Serial Killer,"Henry likes to kill people, in different ways each time. Henry shares an apartment with Otis. When Otis' sister comes to stay, we see both sides of Henry: ""the guy next door"" and the serial killer.",10.597,/yIvaGoLc95R4noKPjfTYUvuV7qp.jpg,1986-09-24,Henry: Portrait of a Serial Killer,FALSE,6.7,590
en,Fly Away Home,"Amy is only 13-years-old when her mother is killed. She goes to Canada to live with her father, an eccentric inventor whom she barely knows. Amy is miserable in her new life... until she discovers a nest of goose eggs that were abandoned when a local forest is torn down. The eggs hatch and Amy becomes ""Mama Goose"". When Winter comes, Amy, and her dad must find a way to lead the birds South….",13.096,/obcQJkZB2OsRxd5GWIcQ5Qjv4YW.jpg,1996-09-13,Fly Away Home,FALSE,6.9,406
en,Titanic 2000,"The luxury liner Titanic 2000 has set sail on its maiden voyage, and one of the passengers is the vampire Vladamina. Vladamina is searching for a woman she can turn into a vampire queen, and frustrated rock groupie Shari looks to be a perfect target. As various people get seduced and/or killed as the liner continues on its doomed voyage, Shari must chose between eternity as a living dead sex slave or a frigid grave at the bottom of the ocean.",13.647,/91p8xU2nykmw8psADIJOlBLdlXK.jpg,1999-01-01,Titanic 2000,FALSE,3.3,10
en,Discarnate,A neuroscientist's obsession with a drug that expands the human mind inadvertently unleashes a deadly supernatural force on his team.,13.157,/5NAWW7zTG0zhrBfHk0sTy1hQlFb.jpg,2019-02-20,Discarnate,FALSE,5.4,85
en,7 Days in Entebbe,"In 1976, four hijackers take over an Air France airplane en route from Tel Aviv to Paris and force it to land in Entebbe, Uganda. With 248 passengers on board, one of the most daring rescue missions ever is set in motion.",13.555,/nrC63ikbK4jDp3knvBqxPoWYEMM.jpg,2018-03-15,7 Days in Entebbe,FALSE,5.8,367
en,Tammy and the T-Rex,"An evil scientist implants the brain of Michael, a murdered high school student, into an animatronic Tyrannosaurus. Michael escapes, wreaks vengeance on the high school tormentors who killed him, and is reunited with his sweetheart Tammy. Together, the couple try to elude the mad scientist and the police and find a more appropriate vessel for Michael's brain.",10.846,/iy8xokE1Ttf5XbOpRIRRbAFzVhK.jpg,1994-12-28,Tammy and the T-Rex,FALSE,5.3,110
en,Asylum,"A woman becomes very curious about one of her psychiatrist husband's inmates, a man who was found guilty in the murder and disfigurement of his former wife.",11.268,/dj0F0u5TJBZxsKf0xEtxgfGekxu.jpg,2005-09-09,Asylum,FALSE,5.7,89
en,Tom and Jerry: Back to Oz,"After capturing the good witch, the villainous King Gnome creates havoc throughout Oz as he needs Dorothy's ruby slippers to take control of the Emerald City. So, it is up to Tom and Jerry to save the land of Oz!",11.762,/kilE7AJV1gEecTzW51XNi8YHBvs.jpg,2016-06-21,Tom and Jerry: Back to Oz,FALSE,5.6,47
